2,1,1,2,3,4
1,2,7,2,3,4
2,1,3,6,4,5
2,1,3,6,4,4
2,1,4,3,5,6
2,1,3,3,6,4
1,2,3,6,4,5
2,1,3,6,4,5
2,1,3,6,4,4
2,1,4,3,6,5
2,1,4,3,6,5
2,1,3,6,4,5
4,3,6,5,2,1
2,1,3,6,4,5
2,1,3,6,4,5
2,1,3,4,5,5
2,1,3,4,6,5
2,1,3,6,4,5
2,1,3,6,4,5
2,1,4,3,6,5
2,8,3,6,4,5
2,1,3,6,4,5
2,1,4,3,6,5
2,1,3,6,4,5
2,1,3,6,4,5
7,2,3,6,4,5
2,1,3,6,4,5
2,1,3,4,6,5
2,1,3,6,4,5
1,2,3,6,4,5
2,1,4,3,6,5
1,2,3,4,6,5
2,1,4,3,6,5
2,1,3,4,5,1
2,1,3,4,6,5
2,1,4,3,6,6
